url,buildings,dates

https://nychanow.nyc/celebrating-womens-history-month-2/,"['johnson', 'riis']",None

https://nychanow.nyc/meet-the-coaching-and-mentoring-leadership-academy-participants/,['isaacs'],{'january 2023'}

https://nychanow.nyc/celebrating-social-work-month-meet-marina-oteiza-director-of-family-partnerships/,"['grant', 'tompkins']",None

https://nychanow.nyc/celebrating-womens-history-month-meet-michele-moore-director-of-comprehensive-modernization/,"['moore', 'todt hill']",{'september 2021'}

https://nychanow.nyc/celebrating-black-history-month-at-red-hook-houses/,['red hook west'],None

https://nychanow.nyc/daniel-barber-bhm/,"['clinton', 'jackson']",None

https://nychanow.nyc/board-member-raymond-miller-bhm/,"['johnson', 'smith']",None

https://nychanow.nyc/celebrating-black-history-month-8/,['brown'],"{'february 2020', 'december 2018'}"

https://nychanow.nyc/board-member-james-mckoy-bhm/,['adams'],None

https://nychanow.nyc/meet-george-gomez-supervisor-of-rees-job-generation/,['sack wern'],{'march 2019'}

https://nychanow.nyc/meet-yolanda-brooks-community-associate-in-the-office-of-public-safety-security/,"['taft', 'washington']",None

https://nychanow.nyc/nycha-and-resident-leaders-select-pact-partners-to-address-85m-in-repair-needs-at-metro-north-plaza-and-gaylord-white-houses/,"['adams', 'johnson', 'metro north plaza', 'robinson', 'white']",{'novating 523'}

https://nychanow.nyc/meet-richard-meyers-project-manager-in-asset-capital-management/,"['jackson', 'johnson']",None

https://nychanow.nyc/nycha-launches-first-ever-leadership-academy-for-staff/,['woodson'],{'january 31'}

https://nychanow.nyc/nycha-opens-comp-mod-resident-engagement-office-at-todt-hill-houses-ahead-of-renovations/,"['moore', 'todt hill']",None

https://nychanow.nyc/nychas-capital-projects-roundup-december-january/,"['bushwick', 'farragut', 'gowanus', 'marshall plaza', 'nostrand']","{'december 23', 'december 27'}"

https://nychanow.nyc/read-healthy-happenings-the-ehs-newsletter/,['brown'],None

https://nychanow.nyc/resident-groups-awarded-climate-action-grants-for-community-sustainability-projects/,"['grant', 'mill brook', 'red hook west', 'wagner', 'woodside']",{'january 20'}

https://nychanow.nyc/meet-victoria-vasquez-the-voice-of-nycha/,['vladeck'],None

https://nychanow.nyc/nycha-celebrates-key-landmarks-for-sustainability-in-2022/,"['astoria', 'berry', 'carey gardens', 'grant', 'mill brook', 'polo grounds towers', 'red hook west', 'wagner', 'woodside']",None

https://nychanow.nyc/two-residents-named-new-members-of-nycha-board/,"['adams', 'albany', 'johnson', 'smith']",{'january 18'}

https://nychanow.nyc/nycha-ceo-coo-pix11/,['wald'],{'january 12'}

https://nychanow.nyc/nycha-and-partners-begin-137m-pact-modernization/,"['adams', 'amsterdam', 'audubon', 'bethune gardens', 'marshall plaza', 'washington']","{'june 2019', 'january 10'}"

https://nychanow.nyc/elevators-replacement/,"['adams', 'albany', 'jackson', 'lafayette', 'marcy']","{'april 2022', 'september 2021', 'december 2028'}"

https://nychanow.nyc/pact-progress-2022/,"['adams', 'butler', 'chelsea', 'eastchester gardens', 'edenwald', 'elliott', 'fulton', 'grant', 'harlem river', 'manhattanville', 'melrose', 'moore', 'rangel', 'sack wern', 'smith', 'wald', 'white']",{'novate 8531'}

https://nychanow.nyc/nychas-healthy-homes-unit-makes-significant-progress-for-residents-in-2022/,"['astoria', 'brevoort', 'chelsea', 'elliott', 'jefferson', 'queensbridge north', 'ravenswood', 'red hook east', 'sumner', 'tompkins', 'wilson']",{'declared 2248'}

https://nychanow.nyc/nycha-resident-finds-success-through-the-nrta-program/,"['east river', 'washington']","{'july 2022', 'march 2020', 'july 2020', 'august 2020'}"

https://nychanow.nyc/guidance-regarding-covid-19/,"['adams', 'astoria', 'dyckman', 'fulton', 'grant', 'johnson', 'melrose', 'rutgers', 'stapleton', 'taft', 'tompkins', 'wagner']","{'july 30', 'sept 23', 'july 24', 'august 31', 'july 26', 'january 11', 'march 28', 'july 15', 'nov 12', 'august 16', 'june 25', 'september 15', 'june 22', 'april 17', 'aug 24', 'march 24', 'april 15', 'december 29', 'marys 414', 'june 28', 'february 15', 'december 22', 'march 17', 'aug 11', 'december 31', 'march 15', 'oct 28', 'march 22', 'september 13'}"

https://nychanow.nyc/celebrating-the-life-stories-of-nycha-residents/,['johnson'],None

https://nychanow.nyc/meet-alex-zablocki-executive-director-of-the-fund-for-public-housing/,"['baruch', 'castle hill', 'grant', 'marlboro', 'patterson']",{'september 11'}

https://nychanow.nyc/nychas-language-services-unit-completes-its-10000th-translation/,"['butler', 'grant']",None

https://nychanow.nyc/meet-eva-trimble-nychas-new-chief-operating-officer/,['grant'],"{'july 2022', 'marked 22', 'july 13'}"

https://nychanow.nyc/visioning-the-future-of-gowanus-houses-and-wyckoff-gardens/,"['gowanus', 'wyckoff gardens']","{'april 2022', 'july 2022'}"

https://nychanow.nyc/thankful-for-the-nycha-community/,"['carey gardens', 'coney island', 'nostrand', 'robinson', 'sheepshead bay', 'white']","{'november 22', 'november 19'}"

https://nychanow.nyc/nychas-work-order-reform-continues-making-strides-after-citywide-rollout/,"['astoria', 'jackson', 'kingsborough']","{'march 2022', 'november 2021'}"

https://nychanow.nyc/gas-restored-at-17-developments-impacting-more-than-1000-households-in-time-for-thanksgiving/,"['bland', 'boston secor', 'breukelen', 'coney island', 'east river', 'gun hill', 'jefferson', 'king towers', 'kingsborough', 'melrose', 'parkside', 'pomonok', 'queensbridge south', 'throggs neck', 'tilden', 'wagner']",{'october 27'}

https://nychanow.nyc/success-stories/,"['grant', 'parkside']",{'march 2022'}

https://nychanow.nyc/nycha-observes-america-recycles-day-every-day-of-the-year/,"['astoria', 'bay view', 'forest', 'howard', 'johnson', 'patterson', 'polo grounds towers', 'wagner']","{'november 15', 'september 2021'}"

https://nychanow.nyc/longtime-resident-dedicates-career-to-nycha-u-s-army/,['lafayette'],None

https://nychanow.nyc/nychas-policy-advisor-presents-at-international-sustainability-conference/,['cooper park'],None

https://nychanow.nyc/ask-the-ceo-2/,['beach 41st street'],None

https://nychanow.nyc/nychas-capital-projects-roundup-september-october-2022/,"['edenwald', 'farragut', 'grant', 'low houses', 'smith', 'wald']","{'september 10', 'september 13'}"

https://nychanow.nyc/free-mentor-program-helps-nycha-cuny-amazon-scholars-with-career-planning/,['grant'],None

https://nychanow.nyc/nyc-celebrated-as-finalist-for-c40-cities-bloomberg-philanthropies-award/,"['adams', 'amsterdam']",{'october 19'}

https://nychanow.nyc/customer-service-week-2022-celebrate-service/,"['richmond terrace', 'wyckoff gardens']","{'october 17', 'october 21'}"

https://nychanow.nyc/nypd-veteran-returns-to-nycha-to-help-lead-the-office-of-safety-and-security/,"['coney island', 'smith', 'surfside gardens']",None

https://nychanow.nyc/nycha-safety-awards-recognize-staff-efforts/,"['farragut', 'highbridge gardens']",None

https://nychanow.nyc/october-is-cybersecurity-awareness-month-2/,['grant'],None

https://nychanow.nyc/keeping-seniors-safe-at-home/,['boston road plaza'],{'december 2021'}

https://nychanow.nyc/nycha-closes-on-transfer-of-manhattanville-development-rights-to-adjacent-site/,"['amsterdam', 'manhattanville']","{'november 2013', 'july 2021', 'october 14'}"

https://nychanow.nyc/ehs-fire-safety-oversight-team-honored-for-exemplary-customer-service/,['adams'],None

https://nychanow.nyc/hispanic-heritage-month-david-soto/,['tompkins'],"{'october 15', 'september 15', 'december 2021'}"

https://nychanow.nyc/mayor-adams-honors-nycha-employee-for-supporting-resident-associations/,"['adams', 'brown', 'brownsville', 'howard']",None

https://nychanow.nyc/senior-affordable-housing-complex-holds-ribbon-cutting-near-mill-brook-houses/,"['mill brook', 'mott haven']",{'september 13'}

https://nychanow.nyc/climate-corps-fellows-study-sustainable-food-waste-solutions-at-nycha/,"['brown', 'rutgers', 'wagner']",None

https://nychanow.nyc/nycha-performs-milestone-crane-lift-for-sandy-recovery-program/,"['grant', 'hammel']","{'august 24', 'december 2015', 'october 2012'}"

https://nychanow.nyc/complimenting-staff/,"['baruch', 'breukelen', 'carey gardens', 'grant', 'haber', 'howard', 'lehman', 'monroe', 'moore', 'todt hill', 'wyckoff gardens']",None

https://nychanow.nyc/nycha-distributed-welcome-baby-bags-to-expecting-families/,"['cypress hills', 'forest']",None

https://nychanow.nyc/meet-shanna-castillo-senior-director-rees/,"['baruch', 'carey gardens', 'east river']",None

https://nychanow.nyc/meet-brian-honan-senior-vice-president-of-intergovernmental-relations/,['albany'],{'june 16'}

https://nychanow.nyc/nycha-plumber-organizes-workshops-for-girls/,['grant'],None

https://nychanow.nyc/national-night-out-2022/,"['adams', 'fulton', 'patterson']",None

https://nychanow.nyc/berry-houses-welcomes-upgraded-gym-for-youth-boxing-fitness/,['berry'],None

https://nychanow.nyc/70-million-initial-investment-will-decarbonize-nycha-buildings-with-new-heat-pump-electrification-technologies/,"['adams', 'grant']",None

https://nychanow.nyc/meet-teri-dawson-neighborhood-administrator/,"['amsterdam', 'brevoort', 'east river', 'fulton', 'jefferson', 'kingsborough', 'manhattanville', 'queensbridge north', 'queensbridge south', 'straus']",{'january 2022'}

https://nychanow.nyc/nycha-skyliners-take-aim-at-softball-league-championship/,['albany'],{'july 28'}

https://nychanow.nyc/comp-mod-networking-event/,"['adams', 'gowanus', 'moore', 'todt hill', 'wyckoff gardens']","{'june 29', 'june 24'}"

https://nychanow.nyc/nycha-tips-off-new-season-of-junior-knicks-basketball-league/,"['bronx river', 'carver', 'hammel', 'wald']",{'july 15'}

https://nychanow.nyc/making-a-difference-10/,['baruch'],None

https://nychanow.nyc/nycha-begins-design-and-construction-of-state-of-the-art-pneumatic-waste-collection-system-at-polo-grounds-towers/,"['berry', 'polo grounds towers', 'rangel', 'roosevelt i']",{'june 30'}

https://nychanow.nyc/announcing-new-chief-operating-officer-and-deputy-chief-operating-officer-appointments/,['baruch'],{'july 25'}

https://nychanow.nyc/pact-a-better-way-of-living-for-nycha-residents/,['smith'],None

https://nychanow.nyc/veteran-caretakers-presented-with-john-decarlo-award-for-exemplary-service/,"['baruch', 'marlboro', 'smith', 'stapleton']","{'june 22', 'june 16'}"

https://nychanow.nyc/residents-work-with-professional-architect-mentors-on-design-ideas-for-wagner-houses/,['wagner'],None

https://nychanow.nyc/betances-residence-opens-in-the-bronx/,['mott haven'],{'june 16'}

https://nychanow.nyc/meet-a-nycha-construction-partner-stv/,"['edenwald', 'johnson', 'kingsborough', 'pomonok', 'smith', 'wald']",None

https://nychanow.nyc/spotlight-on-nychas-chinese-american-association/,['smith'],None

https://nychanow.nyc/meet-lisa-gladden-housing-assistant-at-breukelen-houses/,"['breukelen', 'sumner']",None

https://nychanow.nyc/governor-signs-legislation-establishing-the-nyc-public-housing-preservation-trust/,"['adams', 'albany', 'polo grounds towers']",{'june 16'}

https://nychanow.nyc/meet-cherry-mccutchen-director-of-learning-and-development/,['forest'],None

https://nychanow.nyc/bringing-covid-19-tests-close-to-home/,"['brown', 'brownsville']",None

https://nychanow.nyc/the-fund-for-public-housing-names-new-executive-director/,['baruch'],None

https://nychanow.nyc/refurbished-basketball-court-opens-for-play-at-patterson-houses/,['patterson'],None

https://nychanow.nyc/community-visioning-for-the-future-of-todt-hill-and-st-nicholas-houses/,"['moore', 'todt hill']","{'february 2022', 'november 2021'}"

https://nychanow.nyc/nycha-celebrates-new-community-garden-at-manhattanville-houses/,['manhattanville'],None

https://nychanow.nyc/indoor-air-quality-at-nycha/,['castle hill'],None

https://nychanow.nyc/spotlight-on-nychas-relocation-team/,"['bronx river', 'mitchel']",None

https://nychanow.nyc/434-million-in-comprehensive-renovations-completed-at-9-developments/,"['adams', 'albany', 'berry', 'brown']",None

https://nychanow.nyc/meet-the-oem-field-coordinators-team/,['lincoln'],None

https://nychanow.nyc/city-cleanup-corps-a-foot-in-the-door-to-nycha/,"['albany', 'borinquen plaza i']","{'june 2021', 'april 2021', 'june 30'}"

https://nychanow.nyc/nycha-honored-by-nypa-as-electrification-leader/,"['1471 watson avenue', '830 amsterdam avenue', 'albany', 'amsterdam']",None

https://nychanow.nyc/upgraded-fitness-room-opens-at-red-hook-east-with-assist-from-the-nets/,['red hook east'],None

https://nychanow.nyc/nychas-capital-projects-roundup-april/,"['grant', 'king towers', 'marble hill']",None

https://nychanow.nyc/preschoolers-at-smith-houses-compost-food-scraps/,['smith'],None

https://nychanow.nyc/nycha-residents-thriving-in-it-careers-after-tech51-training/,['mckinley'],None

https://nychanow.nyc/nycha-residents-employees-honored-by-chpc/,"['chelsea', 'chelsea addition', 'elliott', 'fulton']",{'april 27'}

https://nychanow.nyc/discussing-data-sharing-with-nychas-chief-information-officer/,['white'],None

https://nychanow.nyc/meet-tracy-tomer/,"['brown', 'brownsville', 'howard']","{'september 2019', 'march 2020', 'december 2021', 'june 2020', 'november 2019'}"

https://nychanow.nyc/ask-the-chair-3/,['todt hill'],None

https://nychanow.nyc/mobile-prostate-cancer-screening-unit-available-for-nycha-residents/,"['smith', 'wagner']",None

https://nychanow.nyc/basketball-court-bbq-spaces-support-connected-communities-at-pomonok-houses/,['pomonok'],None

https://nychanow.nyc/earth-week-commemorated-with-events-across-nycha/,"['1471 watson avenue', 'bay view', 'forest', 'grant', 'mitchel', 'wagner']","{'april 28', 'april 21', 'april 23', 'april 22', 'april 20', 'april 30'}"

https://nychanow.nyc/nycha-neighborhood-administrator-presents-career-tips-to-harlem-youth/,"['grant', 'king towers', 'manhattanville']",{'april 13'}

https://nychanow.nyc/72-million-of-heating-system-improvements-coming-to-marble-hill-and-berry-houses/,"['830 amsterdam avenue', 'amsterdam', 'berry', 'marble hill']","{'december 2023', 'april 19', 'december 2021'}"

https://nychanow.nyc/bronx-development-gets-first-induction-stoves-in-move-to-become-fully-electrified/,['1471 watson avenue'],None

https://nychanow.nyc/meet-javerea-komal/,['grant'],None

https://nychanow.nyc/16-nycha-owned-houses-to-be-rehabilitated-and-sold-to-low-and-moderate-income-new-yorkers/,"['adams', 'grant', 'woodside']",{'february 23'}

https://nychanow.nyc/nychas-capital-projects-roundup-march/,"['breukelen', 'grant', 'jackson', 'marcy', 'smith']",{'march 20'}

https://nychanow.nyc/resident-roundtable-member-spotlight-2/,"['brevoort', 'johnson', 'kingsborough', 'park rock rehab']",{'june 2021'}

https://nychanow.nyc/meet-kimberly-taylor-director-of-public-housing-tenancy-operations/,"['baruch', 'johnson', 'patterson']",None

https://nychanow.nyc/nychas-open-space-masterplan-recognized-by-the-american-society-of-landscape-architects/,['smith'],"{'march 2020', 'april 13'}"

https://nychanow.nyc/free-internet-installed-at-3-nycha-developments/,"['baruch', 'riis', 'wald']",{'march 26'}

https://nychanow.nyc/womens-history-month-a-spotlight-on-women-at-nycha/,"['johnson', 'woodside']",{'july 2021'}

https://nychanow.nyc/stakeholders-give-thumbs-up-to-nychas-work-order-reform-in-queens-staten-island/,"['bland', 'stapleton', 'white']",None

https://nychanow.nyc/nycha-observes-world-water-day/,"['clinton', 'gowanus']",{'march 22'}

https://nychanow.nyc/junior-knicks-basketball-skills-clinic-celebrates-empowerment-for-girls/,"['breukelen', 'johnson']",{'march 13'}

https://nychanow.nyc/resident-roundtable-member-spotlight/,"['east river', 'jefferson', 'monroe', 'wagner', 'wilson']","{'june 2021', 'march 2021'}"

https://nychanow.nyc/healthy-start-nycha-program-launches-with-baby-shower-at-ingersoll-houses/,['ingersoll'],None

https://nychanow.nyc/28-6m-in-heating-upgrades-at-taft-houses-and-whitman-houses/,"['grant', 'taft', 'whitman']","{'july 2019', 'january 2020'}"

https://nychanow.nyc/nychas-capital-projects-roundup-february/,"['grant', 'johnson']",{'february 28'}

https://nychanow.nyc/apply-now-for-the-summer-youth-employment-program/,['adams'],"{'april 22', 'august 20'}"

https://nychanow.nyc/mayor-adams-meets-with-nycha-staff-in-first-visit-to-emergency-operations-center/,['adams'],None

https://nychanow.nyc/pact-partners-to-provide-360m-in-comprehensive-repairs-for-reid-apartments-and-park-rock-consolidated/,['reid apartments'],None

https://nychanow.nyc/meet-ukah-busgith/,"['grant', 'pink', 'tilden']",None

https://nychanow.nyc/sideya-sherman-trie/,"['adams', 'grant']",{'july 2020'}

https://nychanow.nyc/nycha-naacp-branchs-black-health-and-wellness-event/,['brown'],{'february 23'}

https://nychanow.nyc/meet-nycha-change-ambassador-albert-freeman/,['ingersoll'],None

https://nychanow.nyc/nycha-and-hdc-finalize-deal-to-begin-236-million-renovation-at-harlem-river/,"['grant', 'harlem river', 'harlem river ii', 'wilson']",{'february 17'}

https://nychanow.nyc/nycha-city-tech-program-brings-urban-design-case-study-to-washington-houses/,"['ingersoll', 'sheepshead bay', 'wagner', 'washington', 'whitman']",None

https://nychanow.nyc/nycha-discontinues-over-31000-non-payment-cases/,['grant'],"{'january 24', 'march 2021'}"

https://nychanow.nyc/nychas-capital-projects-roundup-january/,"['ingersoll', 'woodson']",None

https://nychanow.nyc/making-a-difference-for-residents-14/,"['clinton', 'cypress hills']",{'october 2020'}

https://nychanow.nyc/new-executive-appointments/,['brown'],"{'november 2019', 'april 2019'}"

https://nychanow.nyc/nycha-is-now-recycling-mattresses-at-dozens-of-developments/,"['albany', 'albany ii', 'astoria', 'baisley park', 'bay view', 'beach 41st street', 'berry', 'borinquen plaza i', 'breukelen', 'brevoort', 'carey gardens', 'dyckman', 'forest', 'grant', 'hammel', 'kingsborough', 'latimer gardens', 'marble hill', 'marlboro', 'mitchel', 'morris i', 'mott haven', 'pomonok', 'queensbridge south', 'rangel', 'ravenswood', 'redfern', 'richmond terrace', 'roosevelt i', 'south beach', 'south jamaica i', 'stapleton', 'throggs neck', 'todt hill', 'wagner', 'west brighton i', 'whitman', 'woodside']","{'july 2021', 'january 2022'}"

https://nychanow.nyc/what-do-you-want-to-tell-the-new-mayor/,['adams'],{'february 11'}

https://nychanow.nyc/chief-james-secreto-called-back-to-duty-in-return-to-nycha/,['albany'],"{'november 2014', 'january 2020', 'december 2019'}"

https://nychanow.nyc/a-fruitful-endeavor-farms-at-nycha/,"['bay view', 'forest', 'howard', 'pink', 'wagner']",None

https://nychanow.nyc/new-retractable-goal-posts-create-multi-sport-space-at-butler-houses/,['butler'],None

https://nychanow.nyc/chair-russ-joins-furman-center-panel-discussion-on-nychas-future/,"['edenwald', 'wald']",None

https://nychanow.nyc/making-a-difference-katie-gordon/,"['brown', 'brownsville']",None

https://nychanow.nyc/nycha-workers-residents-help-teens-escaping-fire/,"['brown', 'riis']",{'december 16'}

https://nychanow.nyc/new-pact-projects-to-deliver-comprehensive-repairs-and-quality-property-management-for-more-than-3100-nycha-apartments/,"['butler', 'eastchester gardens', 'melrose', 'moore', 'rangel', 'west brighton i']","{'december 22', 'june 30'}"

https://nychanow.nyc/hernandez-houses-residents-celebrate-new-playground/,['hernandez'],{'december 17'}

https://nychanow.nyc/nycha-partners-announce-innovation-challenge-for-clean-energy-heating-cooling-systems/,"['amsterdam', 'grant']",{'december 20'}

https://nychanow.nyc/green-infrastructure-installations-help-tackle-excess-stormwater/,"['bronx river', 'clinton', 'gowanus']",None

https://nychanow.nyc/hud-secretary-fudge-meets-with-residents-in-first-visit-to-nycha/,['patterson'],"{'march 2021', 'december 13'}"

https://nychanow.nyc/meet-carlos-falu-neighborhood-administrator-in-staten-island/,['moore'],None

https://nychanow.nyc/445-million-in-comprehensive-repairs-coming-to-edenwald-houses/,"['edenwald', 'wald']","{'december 10', 'february 2021'}"

https://nychanow.nyc/meet-mildred-aviles-housing-manager-at-rutgers-houses/,"['baruch', 'chelsea', 'riis', 'rutgers', 'straus']",None

https://nychanow.nyc/366-million-in-investments-coming-to-four-nycha-developments-in-chelsea/,"['chelsea', 'chelsea addition', 'elliott', 'fulton']","{'october 2019', 'april 2021', 'february 2021'}"

https://nychanow.nyc/nycha-residents-take-construction-business-training/,"['grant', 'jackson']",None

https://nychanow.nyc/making-a-difference-5/,['eastchester gardens'],None

https://nychanow.nyc/nycha-and-partners-celebrate-ribbon-cutting-for-van-dyke-iii-affordable-housing-project/,"['adams', 'brown', 'brownsville', 'crown heights', 'van dyke i', 'van dyke ii']",{'november 10'}

https://nychanow.nyc/nycha-eco-hubs-host-free-harvest-festivals/,"['bay view', 'forest', 'howard', 'wagner']",None

https://nychanow.nyc/nychas-capital-projects-roundup-october/,"['grant', 'ingersoll', 'patterson', 'robinson', 'vladeck']",None

