url,buildings,dates
https://nychanow.nyc/celebrating-womens-history-month-2/,"['johnson', 'riis']",{'2000'}
https://nychanow.nyc/meet-the-coaching-and-mentoring-leadership-academy-participants/,['isaacs'],"{'2023', '1991', '2020'}"
https://nychanow.nyc/celebrating-social-work-month-meet-marina-oteiza-director-of-family-partnerships/,"['grant', 'tompkins']","{'1970', '2014', '1978'}"
https://nychanow.nyc/celebrating-womens-history-month-meet-michele-moore-director-of-comprehensive-modernization/,"['moore', 'todt hill']","{'2015', '2012', '2021'}"
https://nychanow.nyc/celebrating-black-history-month-at-red-hook-houses/,['red hook west'],None
https://nychanow.nyc/daniel-barber-bhm/,"['clinton', 'jackson']","{'2018', '1972'}"
https://nychanow.nyc/board-member-raymond-miller-bhm/,"['johnson', 'smith']",{'1984'}
https://nychanow.nyc/celebrating-black-history-month-8/,['brown'],"{'2018', '4000', '2022', '2020'}"
https://nychanow.nyc/board-member-james-mckoy-bhm/,['adams'],None
https://nychanow.nyc/meet-george-gomez-supervisor-of-rees-job-generation/,['sack wern'],"{'2022', '2019'}"
https://nychanow.nyc/meet-yolanda-brooks-community-associate-in-the-office-of-public-safety-security/,"['taft', 'washington']","{'2018', '2011', '2001', '2019'}"
https://nychanow.nyc/nycha-and-resident-leaders-select-pact-partners-to-address-85m-in-repair-needs-at-metro-north-plaza-and-gaylord-white-houses/,"['adams', 'johnson', 'metro north plaza', 'robinson', 'white']","{'3610', '1400', '2024', '8531', '6200', '1988', '2022', '8500', '1893'}"
https://nychanow.nyc/meet-richard-meyers-project-manager-in-asset-capital-management/,"['jackson', 'johnson']","{'2019', '2015', '1993', '1988', '2022'}"
https://nychanow.nyc/nycha-launches-first-ever-leadership-academy-for-staff/,['woodson'],None
https://nychanow.nyc/nycha-opens-comp-mod-resident-engagement-office-at-todt-hill-houses-ahead-of-renovations/,"['moore', 'todt hill']","{'2123', '0667', '2024'}"
https://nychanow.nyc/nychas-capital-projects-roundup-december-january/,"['bushwick', 'farragut', 'gowanus', 'marshall plaza', 'nostrand']","{'2130', '9440', '5510', '2150', '3100'}"
https://nychanow.nyc/read-healthy-happenings-the-ehs-newsletter/,['brown'],"{'2022', '7187', '0777', '1000'}"
https://nychanow.nyc/resident-groups-awarded-climate-action-grants-for-community-sustainability-projects/,"['grant', 'mill brook', 'red hook west', 'wagner', 'woodside']","{'5000', '2021'}"
https://nychanow.nyc/meet-victoria-vasquez-the-voice-of-nycha/,['vladeck'],{'2012'}
https://nychanow.nyc/nycha-celebrates-key-landmarks-for-sustainability-in-2022/,"['astoria', 'berry', 'carey gardens', 'grant', 'mill brook', 'polo grounds towers', 'red hook west', 'wagner', 'woodside']","{'2023', '5000', '3000', '2021', '2022'}"
https://nychanow.nyc/two-residents-named-new-members-of-nycha-board/,"['adams', 'albany', 'johnson', 'smith']","{'2019', '1984', '2021', '2011', '4000'}"
https://nychanow.nyc/nycha-ceo-coo-pix11/,['wald'],None
https://nychanow.nyc/nycha-and-partners-begin-137m-pact-modernization/,"['adams', 'amsterdam', 'audubon', 'bethune gardens', 'marshall plaza', 'washington']","{'2023', '2019', '1986', '1967', '1962', '2022', '8500'}"
https://nychanow.nyc/elevators-replacement/,"['adams', 'albany', 'jackson', 'lafayette', 'marcy']","{'2019', '2028', '1600', '2021', '7800', '1990', '1520', '2022', '3100', '3400', '2020'}"
https://nychanow.nyc/pact-progress-2022/,"['adams', 'butler', 'chelsea', 'eastchester gardens', 'edenwald', 'elliott', 'fulton', 'grant', 'harlem river', 'manhattanville', 'melrose', 'moore', 'rangel', 'sack wern', 'smith', 'wald', 'white']","{'2023', '3610', '1325', '2028', '8531', '6200', '2026', '2022', '7600'}"
https://nychanow.nyc/nychas-healthy-homes-unit-makes-significant-progress-for-residents-in-2022/,"['astoria', 'brevoort', 'chelsea', 'elliott', 'jefferson', 'queensbridge north', 'ravenswood', 'red hook east', 'sumner', 'tompkins', 'wilson']","{'2023', '1400', '2248', '1289', '2000', '2022', '2020', '6188'}"
https://nychanow.nyc/nycha-resident-finds-success-through-the-nrta-program/,"['east river', 'washington']","{'2022', '3365', '2020', '2010'}"
https://nychanow.nyc/guidance-regarding-covid-19/,"['adams', 'astoria', 'dyckman', 'fulton', 'grant', 'johnson', 'melrose', 'rutgers', 'stapleton', 'taft', 'tompkins', 'wagner']","{'0070', '3310', '8242', '7187', '4142', '0521', '1400', '8774', '6182', '3292', '1231', '6535', '9112', '1200', '8302', '4620', '6926', '2823', '3152', '8778', '3162', '1152', '7620', '0332', '7821', '2123', '7282', '5122', '3202', '1120', '5152', '1252', '3132', '0152', '5520', '2221', '2946', '4152', '2192', '1082', '9294', '1215', '5142', '2252', '3252', '1292', '2321', '1219', '1877', '1279', '2023', '4162', '9220', '7186', '1110', '2722', '3262', '4220', '1141', '3172', '3302', '9696', '7242', '9152', '1015', '9320', '3122', '5192', '1117', '6252', '4098', '8161', '1278', '8312', '1192', '9162', '3222', '0670', '1422', '5182', '6232', '1221', '5521', '1866', '5132', '2182', '7188', '1201', '8112', '7152', '4120', '4202', '1062', '2020', '6102', '1229', '1010', '9126', '2122', '7920', '3722', '4879', '7077', '3322', '2021', '2022', '5120', '8895', '0777', '1213', '8936', '1028', '4821', '1132', '1031', '3192', '5919', '4921', '6843', '7121', '8554', '0789', '4272', '1223', '4122', '6637', '1045', '5172', '3066', '1002', '1622', '4132', '9232', '7302', '3720', '4033', '3242'}"
https://nychanow.nyc/celebrating-the-life-stories-of-nycha-residents/,['johnson'],"{'2022', '2020'}"
https://nychanow.nyc/meet-alex-zablocki-executive-director-of-the-fund-for-public-housing/,"['baruch', 'castle hill', 'grant', 'marlboro', 'patterson']","{'5000', '9000', '1400', '2001', '2016', '2003'}"
https://nychanow.nyc/nychas-language-services-unit-completes-its-10000th-translation/,"['butler', 'grant']","{'2008', '2022', '2506', '1000'}"
https://nychanow.nyc/meet-eva-trimble-nychas-new-chief-operating-officer/,['grant'],"{'2022', '2023', '1970', '1977'}"
https://nychanow.nyc/visioning-the-future-of-gowanus-houses-and-wyckoff-gardens/,"['gowanus', 'wyckoff gardens']","{'2022', '4000', '2021'}"
https://nychanow.nyc/thankful-for-the-nycha-community/,"['berry', 'carey gardens', 'coney island', 'marlboro', 'nostrand', 'robinson', 'sheepshead bay', 'white']","{'2022', '9000', '1400', '5000'}"
https://nychanow.nyc/nychas-work-order-reform-continues-making-strides-after-citywide-rollout/,"['astoria', 'jackson', 'kingsborough']","{'2022', '2021'}"
https://nychanow.nyc/gas-restored-at-17-developments-impacting-more-than-1000-households-in-time-for-thanksgiving/,"['bland', 'boston secor', 'breukelen', 'coney island', 'east river', 'gun hill', 'jefferson', 'king towers', 'kingsborough', 'melrose', 'parkside', 'pomonok', 'queensbridge south', 'throggs neck', 'tilden', 'wagner']","{'9000', '5000', '1400', '1000', '2021'}"
https://nychanow.nyc/success-stories/,"['grant', 'parkside']","{'2022', '2500'}"
https://nychanow.nyc/nycha-observes-america-recycles-day-every-day-of-the-year/,"['astoria', 'bay view', 'forest', 'howard', 'johnson', 'patterson', 'polo grounds towers', 'wagner']","{'2015', '4100', '2026', '2017', '2021'}"
https://nychanow.nyc/longtime-resident-dedicates-career-to-nycha-u-s-army/,['lafayette'],"{'2018', '1994'}"
https://nychanow.nyc/nychas-policy-advisor-presents-at-international-sustainability-conference/,['cooper park'],{'2022'}
https://nychanow.nyc/ask-the-ceo-2/,['beach 41st street'],"{'1970', '1550'}"
https://nychanow.nyc/nychas-capital-projects-roundup-september-october-2022/,"['edenwald', 'farragut', 'grant', 'low houses', 'smith', 'wald']","{'4600', '1200', '3100', '2200'}"
https://nychanow.nyc/free-mentor-program-helps-nycha-cuny-amazon-scholars-with-career-planning/,['grant'],{'2022'}
https://nychanow.nyc/nyc-celebrated-as-finalist-for-c40-cities-bloomberg-philanthropies-award/,"['adams', 'amsterdam']","{'2050', '2026', '3000', '2022', '2025'}"
https://nychanow.nyc/customer-service-week-2022-celebrate-service/,"['richmond terrace', 'wyckoff gardens']",{'2022'}
https://nychanow.nyc/nypd-veteran-returns-to-nycha-to-help-lead-the-office-of-safety-and-security/,"['coney island', 'smith', 'surfside gardens']",None
https://nychanow.nyc/nycha-safety-awards-recognize-staff-efforts/,"['farragut', 'highbridge gardens']","{'4000', '2021'}"
https://nychanow.nyc/october-is-cybersecurity-awareness-month-2/,['grant'],None
https://nychanow.nyc/keeping-seniors-safe-at-home/,['boston road plaza'],{'2021'}
https://nychanow.nyc/nycha-closes-on-transfer-of-manhattanville-development-rights-to-adjacent-site/,"['amsterdam', 'manhattanville']","{'2024', '1440', '1250', '2026', '2013', '2021', '2800'}"
https://nychanow.nyc/ehs-fire-safety-oversight-team-honored-for-exemplary-customer-service/,['adams'],None
https://nychanow.nyc/hispanic-heritage-month-david-soto/,['tompkins'],{'2021'}
https://nychanow.nyc/mayor-adams-honors-nycha-employee-for-supporting-resident-associations/,"['adams', 'brown', 'brownsville', 'howard']",None
https://nychanow.nyc/senior-affordable-housing-complex-holds-ribbon-cutting-near-mill-brook-houses/,"['mill brook', 'mott haven']","{'8700', '2020', '1000'}"
https://nychanow.nyc/climate-corps-fellows-study-sustainable-food-waste-solutions-at-nycha/,"['brown', 'rutgers', 'wagner']",{'2026'}
https://nychanow.nyc/nycha-performs-milestone-crane-lift-for-sandy-recovery-program/,"['grant', 'hammel']","{'2023', '2015', '2016', '2012'}"
https://nychanow.nyc/complimenting-staff/,"['baruch', 'breukelen', 'carey gardens', 'grant', 'haber', 'howard', 'lehman', 'monroe', 'moore', 'todt hill', 'wyckoff gardens']","{'1122', '2000', '3058', '1046', '1100', '2021'}"
https://nychanow.nyc/nycha-distributed-welcome-baby-bags-to-expecting-families/,"['cypress hills', 'forest']","{'2123', '0682'}"
https://nychanow.nyc/meet-shanna-castillo-senior-director-rees/,"['baruch', 'carey gardens', 'east river']","{'2020', '2015', '2012'}"
https://nychanow.nyc/meet-brian-honan-senior-vice-president-of-intergovernmental-relations/,['albany'],"{'2008', '2006', '2019'}"
https://nychanow.nyc/nycha-plumber-organizes-workshops-for-girls/,['grant'],None
https://nychanow.nyc/national-night-out-2022/,"['adams', 'fulton', 'patterson']",None
https://nychanow.nyc/berry-houses-welcomes-upgraded-gym-for-youth-boxing-fitness/,['berry'],{'1500'}
https://nychanow.nyc/70-million-initial-investment-will-decarbonize-nycha-buildings-with-new-heat-pump-electrification-technologies/,"['adams', 'grant']","{'2015', '1560', '1000', '2050', '1968', '3000', '2000', '2022', '2030', '2198'}"
https://nychanow.nyc/meet-teri-dawson-neighborhood-administrator/,"['amsterdam', 'brevoort', 'east river', 'fulton', 'jefferson', 'kingsborough', 'manhattanville', 'queensbridge north', 'queensbridge south', 'straus']","{'2022', '1984', '1986'}"
https://nychanow.nyc/nycha-skyliners-take-aim-at-softball-league-championship/,['albany'],None
https://nychanow.nyc/comp-mod-networking-event/,"['adams', 'gowanus', 'moore', 'todt hill', 'wyckoff gardens']",{'2019'}
https://nychanow.nyc/nycha-tips-off-new-season-of-junior-knicks-basketball-league/,"['bronx river', 'carver', 'hammel', 'wald']","{'1213', '1415', '2021', '2022', '1011'}"
https://nychanow.nyc/making-a-difference-10/,['baruch'],None
https://nychanow.nyc/nycha-begins-design-and-construction-of-state-of-the-art-pneumatic-waste-collection-system-at-polo-grounds-towers/,"['berry', 'polo grounds towers', 'rangel', 'roosevelt i']",{'2010'}
https://nychanow.nyc/announcing-new-chief-operating-officer-and-deputy-chief-operating-officer-appointments/,['baruch'],{'2019'}
https://nychanow.nyc/pact-a-better-way-of-living-for-nycha-residents/,['smith'],"{'1984', '1970', '1550', '1975'}"
https://nychanow.nyc/veteran-caretakers-presented-with-john-decarlo-award-for-exemplary-service/,"['baruch', 'marlboro', 'smith', 'stapleton']","{'2022', '1997', '2004', '1000'}"
https://nychanow.nyc/residents-work-with-professional-architect-mentors-on-design-ideas-for-wagner-houses/,['wagner'],None
https://nychanow.nyc/betances-residence-opens-in-the-bronx/,['mott haven'],"{'4700', '1200'}"
https://nychanow.nyc/meet-a-nycha-construction-partner-stv/,"['edenwald', 'johnson', 'kingsborough', 'pomonok', 'smith', 'wald']","{'2007', '2000', '1940', '1930', '1939', '1998', '7400', '3000', '1960', '1934'}"
https://nychanow.nyc/spotlight-on-nychas-chinese-american-association/,['smith'],{'2022'}
https://nychanow.nyc/meet-lisa-gladden-housing-assistant-at-breukelen-houses/,"['breukelen', 'sumner']",None
https://nychanow.nyc/governor-signs-legislation-establishing-the-nyc-public-housing-preservation-trust/,"['adams', 'albany', 'polo grounds towers']","{'2500', '9409', '7805'}"
https://nychanow.nyc/meet-cherry-mccutchen-director-of-learning-and-development/,['forest'],{'1969'}
https://nychanow.nyc/bringing-covid-19-tests-close-to-home/,"['brown', 'brownsville']",{'6000'}
https://nychanow.nyc/the-fund-for-public-housing-names-new-executive-director/,['baruch'],{'1000'}
https://nychanow.nyc/refurbished-basketball-court-opens-for-play-at-patterson-houses/,['patterson'],{'5000'}
https://nychanow.nyc/community-visioning-for-the-future-of-todt-hill-and-st-nicholas-houses/,"['moore', 'todt hill']","{'2019', '2028', '4400', '2021', '2022'}"
https://nychanow.nyc/nycha-celebrates-new-community-garden-at-manhattanville-houses/,['manhattanville'],{'2017'}
https://nychanow.nyc/indoor-air-quality-at-nycha/,['castle hill'],None
https://nychanow.nyc/spotlight-on-nychas-relocation-team/,"['bronx river', 'mitchel']",None
https://nychanow.nyc/434-million-in-comprehensive-renovations-completed-at-9-developments/,"['adams', 'albany', 'berry', 'brown']","{'1970', '2600', '6000', '1550', '2016', '2625', '3500'}"
https://nychanow.nyc/meet-the-oem-field-coordinators-team/,['lincoln'],{'2019'}
https://nychanow.nyc/city-cleanup-corps-a-foot-in-the-door-to-nycha/,"['albany', 'borinquen plaza i']","{'2021', '1308', '2022', '1000'}"
https://nychanow.nyc/nycha-honored-by-nypa-as-electrification-leader/,"['1471 watson avenue', '830 amsterdam avenue', 'albany', 'amsterdam']","{'2022', '1471'}"
https://nychanow.nyc/upgraded-fitness-room-opens-at-red-hook-east-with-assist-from-the-nets/,['red hook east'],{'2021'}
https://nychanow.nyc/nychas-capital-projects-roundup-april/,"['grant', 'king towers', 'marble hill']","{'2500', '3100', '7500', '2900'}"
https://nychanow.nyc/preschoolers-at-smith-houses-compost-food-scraps/,['smith'],None
https://nychanow.nyc/nycha-residents-thriving-in-it-careers-after-tech51-training/,['mckinley'],"{'2017', '2898', '2021'}"
https://nychanow.nyc/nycha-residents-employees-honored-by-chpc/,"['chelsea', 'chelsea addition', 'elliott', 'fulton']",None
https://nychanow.nyc/discussing-data-sharing-with-nychas-chief-information-officer/,['white'],None
https://nychanow.nyc/meet-tracy-tomer/,"['brown', 'brownsville', 'howard']","{'2019', '1998', '2020', '2021'}"
https://nychanow.nyc/ask-the-chair-3/,['todt hill'],None
https://nychanow.nyc/mobile-prostate-cancer-screening-unit-available-for-nycha-residents/,"['smith', 'wagner']","{'3180', '6465'}"
https://nychanow.nyc/basketball-court-bbq-spaces-support-connected-communities-at-pomonok-houses/,['pomonok'],None
https://nychanow.nyc/earth-week-commemorated-with-events-across-nycha/,"['1471 watson avenue', 'bay view', 'forest', 'grant', 'mitchel', 'wagner']","{'1471', '2020', '3000'}"
https://nychanow.nyc/nycha-neighborhood-administrator-presents-career-tips-to-harlem-youth/,"['grant', 'king towers', 'manhattanville']",None
https://nychanow.nyc/72-million-of-heating-system-improvements-coming-to-marble-hill-and-berry-houses/,"['830 amsterdam avenue', 'amsterdam', 'berry', 'marble hill']","{'2019', '2023', '2040', '2100', '2021', '2050', '2200', '2030', '4000'}"
https://nychanow.nyc/bronx-development-gets-first-induction-stoves-in-move-to-become-fully-electrified/,['1471 watson avenue'],"{'2023', '1471'}"
https://nychanow.nyc/meet-javerea-komal/,['grant'],"{'2019', '4000', '2015'}"
https://nychanow.nyc/16-nycha-owned-houses-to-be-rehabilitated-and-sold-to-low-and-moderate-income-new-yorkers/,"['adams', 'grant', 'woodside']","{'2019', '1970', '2007', '1980', '2012', '2018', '2011'}"
https://nychanow.nyc/nychas-capital-projects-roundup-march/,"['breukelen', 'grant', 'jackson', 'marcy', 'smith']","{'8910', '2000'}"
https://nychanow.nyc/resident-roundtable-member-spotlight-2/,"['brevoort', 'johnson', 'kingsborough', 'park rock rehab']",{'2021'}
https://nychanow.nyc/meet-kimberly-taylor-director-of-public-housing-tenancy-operations/,"['baruch', 'johnson', 'patterson']","{'1984', '2021', '2018'}"
https://nychanow.nyc/nychas-open-space-masterplan-recognized-by-the-american-society-of-landscape-architects/,['smith'],{'2020'}
https://nychanow.nyc/free-internet-installed-at-3-nycha-developments/,"['baruch', 'riis', 'wald']",None
https://nychanow.nyc/womens-history-month-a-spotlight-on-women-at-nycha/,"['johnson', 'woodside']",{'2021'}
https://nychanow.nyc/stakeholders-give-thumbs-up-to-nychas-work-order-reform-in-queens-staten-island/,"['bland', 'stapleton', 'white']",{'2020'}
https://nychanow.nyc/nycha-observes-world-water-day/,"['clinton', 'gowanus']",{'2400'}
https://nychanow.nyc/junior-knicks-basketball-skills-clinic-celebrates-empowerment-for-girls/,"['breukelen', 'johnson']",{'2000'}
https://nychanow.nyc/resident-roundtable-member-spotlight/,"['east river', 'jefferson', 'monroe', 'wagner', 'wilson']","{'2018', '2021'}"
https://nychanow.nyc/healthy-start-nycha-program-launches-with-baby-shower-at-ingersoll-houses/,['ingersoll'],None
https://nychanow.nyc/28-6m-in-heating-upgrades-at-taft-houses-and-whitman-houses/,"['grant', 'taft', 'whitman']","{'2019', '1400', '1800', '6000', '1962', '2021', '2018', '1700', '2020'}"
https://nychanow.nyc/nychas-capital-projects-roundup-february/,"['grant', 'johnson']",None
https://nychanow.nyc/apply-now-for-the-summer-youth-employment-program/,['adams'],"{'2022', '8002', '9000', '4646'}"
https://nychanow.nyc/mayor-adams-meets-with-nycha-staff-in-first-visit-to-emergency-operations-center/,['adams'],None
https://nychanow.nyc/pact-partners-to-provide-360m-in-comprehensive-repairs-for-reid-apartments-and-park-rock-consolidated/,['reid apartments'],"{'2023', '1970', '2015', '1550', '2016', '1700', '3600', '3500'}"
https://nychanow.nyc/meet-ukah-busgith/,"['grant', 'pink', 'tilden']",None
https://nychanow.nyc/sideya-sherman-trie/,"['adams', 'grant']","{'2011', '2020', '6000'}"
https://nychanow.nyc/nycha-naacp-branchs-black-health-and-wellness-event/,['brown'],{'1200'}
https://nychanow.nyc/meet-nycha-change-ambassador-albert-freeman/,['ingersoll'],None
https://nychanow.nyc/nycha-and-hdc-finalize-deal-to-begin-236-million-renovation-at-harlem-river/,"['grant', 'harlem river', 'harlem river ii', 'wilson']","{'1970', '2024', '1979', '1936', '1965', '1550', '2016', '1937', '2025', '3500', '3064'}"
https://nychanow.nyc/nycha-city-tech-program-brings-urban-design-case-study-to-washington-houses/,"['ingersoll', 'sheepshead bay', 'wagner', 'washington', 'whitman']",{'2021'}
https://nychanow.nyc/nycha-discontinues-over-31000-non-payment-cases/,['grant'],"{'2019', '2300', '2021', '2022', '3400', '2800', '2020'}"
https://nychanow.nyc/nychas-capital-projects-roundup-january/,"['ingersoll', 'woodson']","{'8580', '1720'}"
https://nychanow.nyc/making-a-difference-for-residents-14/,"['clinton', 'cypress hills']",{'2020'}
https://nychanow.nyc/new-executive-appointments/,['brown'],"{'2019', '2014'}"
https://nychanow.nyc/nycha-is-now-recycling-mattresses-at-dozens-of-developments/,"['albany', 'albany ii', 'astoria', 'baisley park', 'bay view', 'beach 41st street', 'berry', 'borinquen plaza i', 'breukelen', 'brevoort', 'carey gardens', 'dyckman', 'forest', 'grant', 'hammel', 'kingsborough', 'latimer gardens', 'marble hill', 'marlboro', 'mitchel', 'morris i', 'mott haven', 'pomonok', 'queensbridge south', 'rangel', 'ravenswood', 'redfern', 'richmond terrace', 'roosevelt i', 'south beach', 'south jamaica i', 'stapleton', 'throggs neck', 'todt hill', 'wagner', 'west brighton i', 'whitman', 'woodside']","{'2018', '2021', '2000', '2022', '2800'}"
https://nychanow.nyc/what-do-you-want-to-tell-the-new-mayor/,['adams'],None
https://nychanow.nyc/chief-james-secreto-called-back-to-duty-in-return-to-nycha/,['albany'],"{'2019', '1979', '4000', '2014', '2016', '2018', '2100', '2020'}"
https://nychanow.nyc/a-fruitful-endeavor-farms-at-nycha/,"['bay view', 'forest', 'howard', 'pink', 'wagner']","{'2021', '2300', '3460', '2013', '2200', '2022', '2020'}"
https://nychanow.nyc/new-retractable-goal-posts-create-multi-sport-space-at-butler-houses/,['butler'],None
https://nychanow.nyc/chair-russ-joins-furman-center-panel-discussion-on-nychas-future/,"['edenwald', 'wald']",{'2019'}
https://nychanow.nyc/making-a-difference-katie-gordon/,"['brown', 'brownsville']","{'2503', '5900', '2017', '2021', '2020'}"
https://nychanow.nyc/nycha-workers-residents-help-teens-escaping-fire/,"['brown', 'riis']",None
https://nychanow.nyc/new-pact-projects-to-deliver-comprehensive-repairs-and-quality-property-management-for-more-than-3100-nycha-apartments/,"['butler', 'eastchester gardens', 'melrose', 'moore', 'rangel', 'west brighton i']","{'2022', '3100', '3500'}"
https://nychanow.nyc/hernandez-houses-residents-celebrate-new-playground/,['hernandez'],None
https://nychanow.nyc/nycha-partners-announce-innovation-challenge-for-clean-energy-heating-cooling-systems/,"['amsterdam', 'grant']","{'1996', '5000', '4000', '1990', '7500', '2400', '2030', '2198', '1480'}"
https://nychanow.nyc/green-infrastructure-installations-help-tackle-excess-stormwater/,"['bronx river', 'clinton', 'gowanus']","{'2022', '2012'}"
https://nychanow.nyc/hud-secretary-fudge-meets-with-residents-in-first-visit-to-nycha/,['patterson'],{'2021'}
https://nychanow.nyc/meet-carlos-falu-neighborhood-administrator-in-staten-island/,['moore'],"{'7000', '4000'}"
https://nychanow.nyc/445-million-in-comprehensive-repairs-coming-to-edenwald-houses/,"['edenwald', 'wald']","{'2023', '9500', '4800', '1953', '2000', '2021', '2560', '3500', '3064'}"
https://nychanow.nyc/meet-mildred-aviles-housing-manager-at-rutgers-houses/,"['baruch', 'chelsea', 'riis', 'rutgers', 'straus']",{'1995'}
