url,buildings,dates
https://nychanow.nyc/366-million-in-investments-coming-to-four-nycha-developments-in-chelsea/,"['chelsea', 'chelsea addition', 'elliott', 'fulton']","{'2019', '2023', '1400', '2054', '9500', '2000', '2021', '2190', '4500', '3200', '3064'}"
https://nychanow.nyc/nycha-residents-take-construction-business-training/,"['grant', 'jackson']",{'5350'}
https://nychanow.nyc/making-a-difference-5/,['eastchester gardens'],"{'2017', '2005'}"
https://nychanow.nyc/nycha-and-partners-celebrate-ribbon-cutting-for-van-dyke-iii-affordable-housing-project/,"['adams', 'brown', 'brownsville', 'crown heights', 'van dyke i', 'van dyke ii']","{'2026', '8000', '3000'}"
https://nychanow.nyc/nycha-eco-hubs-host-free-harvest-festivals/,"['bay view', 'forest', 'howard', 'wagner']",None
https://nychanow.nyc/nychas-capital-projects-roundup-october/,"['grant', 'ingersoll', 'patterson', 'robinson', 'vladeck']","{'4500', '4300'}"
https://nychanow.nyc/three-nycha-youth-basketball-teams-claim-junior-knicks-league-championships/,"['bronx river', 'carver', 'hammel', 'johnson', 'wald']","{'5000', '1213', '1415', '2000', '3000', '2021'}"
https://nychanow.nyc/customer-service-week-2021-power-of-service/,"['brown', 'jefferson', 'parkside', 'pomonok', 'queensbridge north']","{'5700', '1200', '2021'}"
https://nychanow.nyc/read-the-privacy-offices-first-newsletter/,['grant'],"{'2019', '0021', '0031', '1000'}"
https://nychanow.nyc/nycha-releases-climate-adaptation-plans-for-addressing-extreme-weather-hazards/,"['clinton', 'forest']","{'2050', '2100', '2198', '2012'}"
https://nychanow.nyc/residents-ideas-included-in-nychas-sustainability-agenda/,"['grant', 'mott haven']",None
https://nychanow.nyc/personnel-announcements-2/,['albany'],"{'2019', '1979', '2014', '1600', '2100'}"
https://nychanow.nyc/making-a-difference-for-residents-11/,['baruch'],"{'1822', '4060', '2021'}"
https://nychanow.nyc/new-fitness-hub-for-seniors-at-pink-houses/,"['adams', 'carver', 'pink']","{'1200', '9500', '3569', '2018', '7670'}"
https://nychanow.nyc/new-pact-projects-to-deliver-comprehensive-repairs-quality-property-management-for-more-than-5900-bronx-manhattan-apartments/,"['boston secor', 'middletown plaza', 'taft']","{'2016', '5900', '2021'}"
https://nychanow.nyc/nycha-will-require-more-minority-and-women-business-participation-in-its-contracts/,['johnson'],"{'2019', '2893', '2025', '2021'}"
https://nychanow.nyc/celebrating-hispanic-heritage-2/,['white'],"{'2017', '2019', '2005', '1991'}"
https://nychanow.nyc/nycha-and-baby2baby-give-away-baby-and-child-supplies/,['saint nicholas'],"{'1100', '2000'}"
https://nychanow.nyc/making-a-difference-for-residents-8/,['parkside'],"{'1822', '2021'}"
https://nychanow.nyc/nychas-capital-projects-roundup-september/,"['boston road plaza', 'corsi houses', 'grant', 'jackson']","{'5000', '2015', '1500', '3000'}"
https://nychanow.nyc/nycha-employees-joined-by-young-family-members-for-mets-first-pitch/,['washington'],{'2014'}
https://nychanow.nyc/protecting-public-housing-from-the-impacts-of-climate-change/,"['forest', 'white', 'wilson']",{'2027'}
https://nychanow.nyc/nycha-and-hpd-finalize-deal-to-build-101-affordable-apartments-in-the-bronx/,['mott haven'],"{'2019', '1000'}"
https://nychanow.nyc/making-a-difference-for-residents-7/,"['cypress hills', 'marcy']","{'1822', '1507', '2021'}"
https://nychanow.nyc/junior-knicks-basketball-league-restores-citywide-play-for-nycha-youth/,"['wagner', 'wald']","{'5000', '1213', '1415', '3000', '2000', '1011'}"
https://nychanow.nyc/nychas-clean-vents-initiative-generates-jobs-improves-air-quality/,['south beach'],"{'2503', '1000', '2021', '2022', '3100', '2020'}"
https://nychanow.nyc/nycha-celebrates-climate-week-with-updated-sustainability-agenda/,['forest'],"{'2000', '2021'}"
https://nychanow.nyc/low-cost-internet-installed-at-3-nycha-developments/,"['303 vernon avenue', 'wald', 'wyckoff gardens']","{'2020', '1048'}"
https://nychanow.nyc/meet-shelisa-reid-manager-of-wyckoff-gardens/,"['breukelen', 'sheepshead bay', 'wyckoff gardens']","{'2020', '2014', '2016', '2004'}"
https://nychanow.nyc/free-wi-fi-for-polo-grounds-residents/,['polo grounds towers'],{'2020'}
https://nychanow.nyc/nychas-capital-projects-roundup-august/,"['carver', 'grant', 'washington']","{'2810', '3430'}"
https://nychanow.nyc/upgraded-basketball-court-debuts-at-stapleton-houses/,['stapleton'],None
https://nychanow.nyc/nycha-city-cleanup-corps-workers/,"['coney island', 'cypress hills', 'pink', 'sheepshead bay']","{'1500', '2020', '1000'}"
https://nychanow.nyc/new-pilot-program-in-brooklyn-returns-caretakers-to-traditional-work-schedules/,"['303 vernon avenue', 'atlantic terminal site 4b', 'breukelen', 'sumner', 'wyckoff gardens']",None
https://nychanow.nyc/newly-renovated-basketball-courts-celebrated-across-nycha-this-summer/,"['castle hill', 'king towers', 'moore', 'queensbridge north', 'richmond terrace', 'wagner', 'wald']",{'2021'}
https://nychanow.nyc/making-a-difference-3/,['straus'],"{'1989', '2015'}"
https://nychanow.nyc/making-a-difference-for-residents-6/,['mott haven'],None
https://nychanow.nyc/nrta-graduate-builds-successful-career-in-construction/,['amsterdam'],"{'2847', '2014', '2010'}"
https://nychanow.nyc/7995-2/,"['brown', 'forest', 'melrose', 'morris i', 'morris ii']","{'3000', '4000', '2020', '1000'}"
https://nychanow.nyc/making-a-difference-2/,['parkside'],None
https://nychanow.nyc/green-infrastructure-upgrades-at-gowanus-houses/,['gowanus'],None
https://nychanow.nyc/nycha-essential-employees-join-hometown-heroes-parade/,"['berry', 'butler', 'cooper park', 'isaacs', 'johnson', 'smith', 'stapleton']","{'9000', '1998'}"
https://nychanow.nyc/meet-nymiah-branch-neighborhood-administrator-in-brooklyn/,"['breukelen', 'clinton']","{'7000', '4000', '1999'}"
https://nychanow.nyc/nychas-capital-projects-roundup-june/,['astoria'],{'6390'}
https://nychanow.nyc/nycha-finalizes-deals-to-construct-393-affordable-apartments-for-seniors-in-the-bronx-brooklyn/,"['sotomayor', 'soundview', 'sumner']",{'1725'}
https://nychanow.nyc/nycha-named-finalist-for-development-award/,['ingersoll'],{'2021'}
https://nychanow.nyc/nycha-residents-present-design-concepts-via-new-program-with-city-tech/,"['ingersoll', 'whitman']",None
https://nychanow.nyc/network-for-climate-action-selected-15-nycha-residents-to-engage-in-climate-solutions/,"['brown', 'brownsville', 'mott haven', 'washington']",{'2021'}
https://nychanow.nyc/residents-hired-to-install-solar-panels-on-nycha-rooftops/,"['albany', 'carver', 'glenwood', 'kingsborough']","{'2025', '2021'}"
https://nychanow.nyc/meet-verna-ferguson-esd/,['tilden'],"{'1969', '1986', '1985'}"
https://nychanow.nyc/nycha-receives-563m-in-city-funding-to-upgrade-waste-management-systems/,['latimer gardens'],"{'2019', '2025', '5635', '1000'}"
https://nychanow.nyc/first-members-of-resident-roundtable-announced/,"['154 west 84th street', 'adams', 'albany', 'amsterdam', 'astoria', 'baisley park', 'baruch', 'bay view', 'beach 41st street', 'berry', 'borinquen plaza i', 'boston secor', 'breukelen', 'brevoort', 'bronx river', 'brown', 'brownsville', 'bushwick', 'butler', 'carey gardens', 'carver', 'castle hill', 'chelsea', 'clinton', 'cooper park', 'cypress hills', 'dyckman', 'east river', 'eastchester gardens', 'edenwald', 'farragut', 'forest', 'fulton', 'glenwood', 'gompers', 'gowanus', 'grant', 'gun hill', 'hammel', 'harlem river', 'highbridge gardens', 'holmes towers', 'howard', 'hughes apartments', 'ingersoll', 'isaacs', 'jefferson', 'johnson', 'king towers', 'kingsborough', 'la guardia', 'lafayette', 'latimer gardens', 'lehman', 'lincoln', 'low houses', 'manhattanville', 'marble hill', 'marcy', 'marlboro', 'melrose', 'mill brook', 'mitchel', 'monroe', 'morrisania', 'morrisania air rights', 'mott haven', 'ocean hill apartments', 'parkside', 'patterson', 'pelham parkway', 'pink', 'polo grounds towers', 'pomonok', 'queensbridge north', 'queensbridge south', 'rangel', 'ravenswood', 'red hook east', 'red hook west', 'redfern', 'reid apartments', 'richmond terrace', 'riis', 'riis ii', 'robinson', 'roosevelt i', 'rutgers', 'sack wern', 'saint nicholas', 'sedgwick', 'sheepshead bay', 'smith', 'sotomayor', 'soundview', 'south beach', 'south jamaica i', 'stapleton', 'straus', 'stuyvesant gardens i', 'sumner', 'surfside gardens', 'taft', 'throggs neck', 'tilden', 'todt hill', 'tompkins', 'van dyke i', 'vladeck', 'wagner', 'wald', 'washington', 'webster', 'west brighton i', 'whitman', 'wilson', 'woodside', 'woodson', 'wyckoff gardens']",{'1010'}
https://nychanow.nyc/meet-theresa-bethea-neighborhood-administrator-in-the-bronx/,['throggs neck'],"{'1984', '1969'}"
https://nychanow.nyc/the-goal-of-a-greener-nycha/,"['washington', 'white']","{'2019', '2040', '2050', '2005', '2030'}"
https://nychanow.nyc/nychas-capital-projects-completed-in-may/,"['astoria', 'boston secor', 'grant', 'washington']",None
https://nychanow.nyc/redesigned-annual-recertification-portal-opens-for-all-nycha-residents/,"['lafayette', 'vladeck']","{'2016', '2020'}"
https://nychanow.nyc/celebrating-the-women-of-cpd/,"['mitchel', 'sotomayor']",None
https://nychanow.nyc/nycha-caretakers-honored-for-exemplary-service/,"['glenwood', 'marlboro']","{'1997', '1998', '1000'}"
https://nychanow.nyc/basketball-court-improvements-at-breukelen-houses/,['breukelen'],None
https://nychanow.nyc/janes-walk-highlights-nychas-sandy-recovery-work/,"['carey gardens', 'coney island', 'haber']","{'2023', '2016'}"
https://nychanow.nyc/upgraded-basketball-court-opens-at-wagner-houses/,['wagner'],None
https://nychanow.nyc/free-or-low-cost-high-speed-internet-coming-to-13-nycha-developments/,"['atlantic terminal site 4b', 'baruch', 'de hostos apartments', 'jefferson', 'manhattanville', 'red hook east', 'red hook west', 'riis', 'riis ii', 'wald', 'wyckoff gardens']",{'3000'}
https://nychanow.nyc/nychas-working-mom-employees-making-a-difference-in-the-community/,"['bronx river', 'brown']",{'2013'}
https://nychanow.nyc/nycha-brings-vaccination-sites-to-residents/,"['carey gardens', 'castle hill', 'forest', 'gompers', 'johnson', 'mitchel', 'queensbridge north', 'roosevelt i', 'roosevelt ii', 'rutgers', 'saint nicholas', 'van dyke i']",None
https://nychanow.nyc/meet-nycha-change-ambassador-chaking-moore/,['moore'],"{'2018', '1994'}"
https://nychanow.nyc/new-pact-projects-to-bring-comprehensive-repairs-to-more-than-9500-residents/,"['clason point gardens', 'johnson', 'metro north plaza', 'ocean hill apartments', 'sack wern', 'wilson']","{'9500', '6200', '4400', '2016', '3064'}"
https://nychanow.nyc/nycha-employees-pitch-in-to-help-farms-prep-for-new-season/,"['bay view', 'forest', 'pink']","{'2016', '1000'}"
https://nychanow.nyc/nycha-seeks-partners-to-implement-comprehensive-repairs-and-investments-at-fulton-and-elliott-chelsea-houses/,"['chelsea', 'chelsea addition', 'elliott', 'fulton']","{'2019', '2073', '2021'}"
https://nychanow.nyc/nycha-completes-solar-installations-at-queensbridge-houses/,"['forest', 'grant', 'queensbridge north', 'queensbridge south']","{'2050', '2006', '2025', '2018'}"
https://nychanow.nyc/meet-nycha-change-ambassador-krystal-camacho/,['wald'],None
https://nychanow.nyc/immigrant-heritage-week-celebration-honoring-nychas-language-services-unit/,"['davidson', 'grant']","{'1100', '4000', '1907'}"
https://nychanow.nyc/celebrating-womens-history-month/,"['moore', 'pink', 'tilden', 'white']","{'8800', '1500', '1627'}"
https://nychanow.nyc/nychas-family-partnerships-department-connects-residents-to-vital-services/,['johnson'],None
https://nychanow.nyc/nycha-residents-celebrate-graduation-from-construction-pre-apprenticeship/,"['brown', 'wald']",{'1000'}
https://nychanow.nyc/celebrating-womens-history-month-honoring-mariana-bracetti/,['bracetti plaza'],"{'1825', '1860'}"
https://nychanow.nyc/nycha-hosts-community-safety-pop-up-at-bracetti-plaza/,"['bracetti plaza', 'mitchel']",None
https://nychanow.nyc/nycha-improves-design-of-annual-recertification-portal/,"['lafayette', 'vladeck']",None
https://nychanow.nyc/new-architecture-and-design-program-from-nycha-city-tech/,['sheepshead bay'],None
https://nychanow.nyc/making-a-difference-for-residents-3/,['howard'],{'2015'}
https://nychanow.nyc/isaacs-center-virtual-black-history-month-celebration/,"['holmes towers', 'isaacs']",None
https://nychanow.nyc/meet-sergio-paneque-nychas-new-chief-procurement-officer-2/,['albany'],{'1400'}
https://nychanow.nyc/green-city-force/,"['bay view', 'forest', 'howard', 'wagner']","{'2019', '1230', '2016', '2018', '2020'}"
https://nychanow.nyc/nycha-residents-get-good-jobs-after-nrta-graduation/,['marble hill'],"{'2847', '2010'}"
https://nychanow.nyc/chair-russs-record-of-success-in-rehabilitating-residents-homes/,['elliott'],"{'1935', '1750'}"
https://nychanow.nyc/a-blueprint-for-change-in-the-news/,"['grant', 'washington']","{'2020', '1000'}"
https://nychanow.nyc/public-art-project-on-view-at-fulton-and-chelsea-elliott-houses/,"['chelsea', 'elliott', 'fulton', 'mitchel', 'riis']",{'2021'}
https://nychanow.nyc/virtual-summit-spotlights-community-safety-projects-at-nycha/,"['brown', 'brownsville', 'castle hill', 'stapleton', 'wagner']",{'2014'}
https://nychanow.nyc/helping-to-grow-profitable-businesses-for-55-years/,"['jackson', 'rutgers', 'white']","{'1800', '1992', '1966', '2018', '2020'}"
https://nychanow.nyc/outdoor-space-serves-as-community-resources-hub-for-stapleton-residents/,['stapleton'],"{'2019', '3000'}"
https://nychanow.nyc/making-a-difference/,['longfellow avenue rehab'],{'2012'}
https://nychanow.nyc/restoring-historic-art-at-kingsborough-houses/,"['fulton', 'harlem river', 'johnson', 'kingsborough']","{'2123', '1941', '1958', '2021', '0684'}"
https://nychanow.nyc/progress-on-nychas-pact-program/,"['edenwald', 'wald']","{'1200', '9500', '6200', '7500', '2016', '2020', '3064'}"
https://nychanow.nyc/nycha-green-city-force-inventory-thousands-of-trees-across-18-campuses/,"['brown', 'brownsville', 'forest']",{'3000'}
https://nychanow.nyc/training-residents-to-take-care-of-community-health/,"['robinson', 'washington', 'wilson']",{'2021'}
https://nychanow.nyc/spreading-holiday-cheer-through-holiday-meals/,"['glenwood', 'howard', 'johnson', 'monroe', 'pink', 'robinson', 'south beach', 'tilden', 'todt hill']","{'2018', '1647', '1000'}"
https://nychanow.nyc/senior-receives-first-tablet-computer-as-christmas-gift-from-nycha/,['vladeck'],None
https://nychanow.nyc/nychas-skilled-trades-pilot-increases-productivity-by-18/,"['astoria', 'queensbridge north', 'ravenswood']","{'5588', '2020', '2021'}"
https://nychanow.nyc/hud-awards-nycha-24-7m-for-safety-security-measures/,"['grant', 'jefferson', 'johnson', 'whitman']","{'2019', '1340'}"
https://nychanow.nyc/chelsea-nonprofit-honors-nycha-residents-for-helping-neighbors-during-pandemic/,"['chelsea', 'elliott', 'fulton', 'johnson', 'wald']","{'1895', '1987', '2020', '2013'}"
https://nychanow.nyc/nycha-finalizes-deal-to-construct-182-affordable-apartments-in-the-bronx/,['webster'],"{'2018', '1048', '1883', '2021'}"
https://nychanow.nyc/nycha-farms-close-out-holiday-season-with-winter-cheer-festivities/,"['bay view', 'forest', 'howard', 'wagner']",{'2500'}
https://nychanow.nyc/housing-lottery-underway-for-100-affordable-van-dyke-iii-development/,"['brown', 'brownsville', 'van dyke i', 'van dyke ii']","{'2476', '2021'}"
https://nychanow.nyc/nycha-resident-educates-fellow-seniors-on-the-wonders-of-technology/,"['grant', 'meltzer tower']","{'5900', '1000'}"
https://nychanow.nyc/new-supportive-and-affordable-housing-coming-to-the-bronx/,"['melrose', 'morrisania']","{'5000', '2021'}"
https://nychanow.nyc/nychas-recycling-reset-pilot-boosts-recycling-rates%e2%80%af/,"['baruch', 'bushwick', 'butler', 'hylan', 'marcy', 'morris i', 'morrisania', 'riis', 'webster']","{'2019', '2020'}"
https://nychanow.nyc/meet-john-williams-nycha-safety-associate/,"['brevoort', 'tompkins']",{'2013'}
https://nychanow.nyc/queens-public-library-provides-invaluable-programming-during-the-pandemic/,['grant'],"{'8750', '1896', '5700', '1000'}"
https://nychanow.nyc/boiler-system-upgrades-on-track-for-winter-debut/,"['long island baptist houses', 'robinson']","{'2050', '2023', '2021'}"
https://nychanow.nyc/taking-care-and-giving-thanks/,"['adams', 'brevoort', 'bronx river', 'castle hill', 'east new york city line', 'forest', 'gun hill', 'jackson', 'kingsborough', 'mckinley', 'melrose', 'morrisania', 'morrisania air rights', 'robinson', 'sumner', 'throggs neck', 'tompkins']",{'1619'}
https://nychanow.nyc/skilled-trades-work-order-reform-pilot-underway-in-queens/,"['astoria', 'queensbridge north', 'queensbridge south', 'ravenswood']",{'2021'}
https://nychanow.nyc/new-pact-projects-bringing-major-repairs-to-another-10000-nycha-residents/,"['bushwick', 'edenwald', 'wald']","{'2019', '2700', '1315', '1000', '4400', '7800', '1300', '6300', '2016', '2021', '2020', '3064'}"
https://nychanow.nyc/nycha-cuny-scholar-connie-aleman/,['lehman'],"{'2015', '2020', '1000'}"
https://nychanow.nyc/marcy-houses-celebrates-opening-of-new-community-center/,"['adams', 'marcy', 'tompkins']","{'3200', '2018'}"
https://nychanow.nyc/announcing-the-2020-nycha-cuny-scholars/,"['amsterdam', 'baruch', 'breukelen', 'brown', 'brownsville', 'cypress hills', 'forest', 'fulton', 'grant', 'gravesend', 'howard', 'lehman', 'lincoln', 'manhattanville', 'metro north plaza', 'mott haven', 'pink', 'straus', 'taft', 'wagner']","{'1000', '2005', '2000', '2018', '2020'}"
https://nychanow.nyc/harvest-festivals-celebrate-fall-fun-with-safety-in-mind/,"['bay view', 'forest', 'howard', 'wagner']",{'2000'}
https://nychanow.nyc/digital-vans-get-health-safety-makeover-for-service-in-pandemic/,['johnson'],{'2012'}
https://nychanow.nyc/former-nycha-resident-awarded-200k-grant-for-sustainability-activism/,"['grant', 'wilson']","{'2020', '2000'}"
https://nychanow.nyc/nychas-targeted-relief-for-pests/,"['brown', 'grant', 'smith', 'wilson']","{'3564', '2019', '3435', '6094', '2645', '2018', '3500', '2020'}"
https://nychanow.nyc/growing-nycha-food-entrepreneurs/,"['farragut', 'glenwood', 'gowanus', 'nostrand', 'pomonok', 'queensbridge south', 'ravenswood', 'robinson', 'south beach', 'todt hill', 'washington', 'woodside']","{'2017', '7000', '1344', '2088'}"
https://nychanow.nyc/nycha-staff-receive-mayors-customer-service-award/,"['astoria', 'wyckoff gardens']",{'2020'}
https://nychanow.nyc/recognizing-exemplary-members-of-nychas-team/,"['1010 east 178th street', 'astoria', 'breukelen', 'cypress hills', 'glenwood', 'grant', 'jefferson', 'lexington', 'manhattanville', 'marble hill', 'marcy', 'melrose', 'smith', 'washington', 'wyckoff gardens']","{'1010', '1595', '2006', '1500', '2020'}"
https://nychanow.nyc/nychas-sandy-work-spotlighted-in-resiliency-forum/,['washington'],{'2012'}
https://nychanow.nyc/working-together-to-transform-nycha/,['brown'],None
https://nychanow.nyc/nycha-employee-awarded-for-care-of-older-adults/,"['brown', 'patterson']","{'2019', '1990', '2020', '2000'}"
https://nychanow.nyc/elevator-training-program-helps-workers-ascend/,['chelsea'],"{'3200', '2005'}"
https://nychanow.nyc/nychas-new-digital-signage-pilot-at-polo-grounds-towers/,['polo grounds towers'],None
https://nychanow.nyc/public-art-project-launches-at-red-hook-houses/,"['chelsea', 'elliott', 'fulton', 'mitchel', 'riis']",None
https://nychanow.nyc/sage-thyme-and-rosemary-for-nycha-residents/,"['bronx river', 'jackson', 'morrisania']","{'4464', '2122'}"
https://nychanow.nyc/nycha-seniors-become-technology-pros/,"['glenwood', 'tilden', 'wagner']","{'3562', '1929', '2004', '1000'}"
https://nychanow.nyc/nychas-response-to-tropical-storm-isaias/,"['cooper park', 'marcy']",None
https://nychanow.nyc/get-your-flu-shot-now/,['white'],None
https://nychanow.nyc/nychas-connected-communities-initiative-wins-wellbeing-cities-award/,['pomonok'],"{'2017', '2400', '2020'}"
https://nychanow.nyc/going-above-and-beyond/,['1010 east 178th street'],{'1010'}
https://nychanow.nyc/celebrating-hispanic-heritage/,"['bracetti plaza', 'de hostos apartments', 'hernandez', 'sotomayor']","{'1892', '1891', '1970', '2010', '1954', '1839', '1965', '1903', '1957', '1860', '1825'}"
https://nychanow.nyc/new-boilers-will-bring-comfort-and-conservation/,['patterson'],None
https://nychanow.nyc/design-charrette-looks-to-the-future/,"['baruch', 'kingsborough', 'white']",None
https://nychanow.nyc/responding-to-covid-19-during-my-national-guard-service/,['albany'],None
https://nychanow.nyc/complete-the-2020-census-3/,"['albany', 'washington']","{'3020', '2020', '8443'}"
https://nychanow.nyc/sideya-sherman-leads-citys-racial-inclusion-and-equity-taskforce/,['brown'],"{'6000', '2000'}"
https://nychanow.nyc/a-garden-mural-for-stapleton-houses/,['stapleton'],None
https://nychanow.nyc/100000-face-masks-donated-to-manhattan-nycha-residents/,"['howard', 'polo grounds towers', 'rangel']","{'2020', '3000', '1000'}"
https://nychanow.nyc/astoria-houses-invests-in-childrens-futures/,"['astoria', 'ravenswood', 'woodside']","{'1000', '2017', '1340', '2100', '1955'}"
https://nychanow.nyc/remembering-brandon-hendricks/,"['jackson', 'morrisania']",None
https://nychanow.nyc/transforming-nycha-new-staff-appointments-and-new-departments/,['gun hill'],"{'1986', '2000', '2010', '2011', '1989'}"
https://nychanow.nyc/free-masks-distributed-at-baruch-houses/,"['baruch', 'baruch houses addition', 'hylan']",None
https://nychanow.nyc/checking-in-with-each-other/,"['bland', 'cypress hills', 'farragut', 'grant', 'la guardia']","{'6000', '1000'}"
https://nychanow.nyc/thanking-nychas-essential-workers/,"['howard', 'ingersoll', 'lafayette', 'marcy', 'sumner', 'tompkins', 'whitman']","{'9000', '2021'}"
https://nychanow.nyc/complete-the-2020-census/,"['brown', 'grant', 'holmes towers', 'marcy', 'redfern', 'surfside gardens', 'whitman', 'wyckoff gardens']","{'1984', '2020'}"
https://nychanow.nyc/working-together-for-residents/,['pomonok'],"{'4595', '8692', '6000', '3000', '1500', '2020'}"
https://nychanow.nyc/practicing-tennis-at-home/,"['brevoort', 'ingersoll', 'lafayette', 'marcy', 'sumner', 'tompkins']",None
https://nychanow.nyc/nycha-thankstthe-shawn-carter-foundation-and-startsmall-for-helping-residents-buy-groceries/,"['marcy', 'sumner', 'tompkins']",{'3862'}
https://nychanow.nyc/june-work-anniversaries-3/,"['adams', 'butler', 'grant', 'hernandez', 'johnson', 'moore', 'patterson', 'smith', 'washington', 'wilson']",None
https://nychanow.nyc/1000-scholarships-for-residents/,['grant'],"{'2020', '1000'}"
https://nychanow.nyc/nychas-naacp-prayer-walk-for-juneteenth/,"['brevoort', 'johnson', 'tompkins']","{'2020', '1865'}"
https://nychanow.nyc/standing-together-and-supporting-each-other/,['brown'],{'2019'}
https://nychanow.nyc/celebrating-nycha-heroes-althea-frontin/,['lehman'],None
